FEATURE CORRELATIONS
Feature 0Feature 1Feature 2
DECISION FUNCTION
-1.18655382092: poly,state-n,状态,华盛顿州,-0.0176008097083,poly
-1.01473639976: poly,cut-v,断,剖析,0.0834493971779,syn
-1.01465679085: poly,schedule-v,三月份,安排,0.0402911072724,syn
-1.01191856637: poly,succession-n,维修,接二连三,0.0380090896633,syn
-1.0107185236: poly,join-v,请到,加入,0.0331689872917,syn
-1.00877246674: poly,focus-v,为主,关注,-0.0121395318793,syn
-1.00873636072: poly,waste-v,参战,浪费,-0.0613910107757,syn
-1.00794262634: poly,accept-v,一般来说,认可,0.0529205173374,poly
-1.00775036513: poly,abortion-n,堕胎,推崇,-0.060238024064,syn
-1.00708567092: poly,join-v,参加,连接,-0.0796768482058,poly
-1.0068325598: poly,jump-v,草率,横跨,-0.124168853123,syn
-1.0066985614: poly,struggle-v,挣扎,中校,0.0187160207014,syn
-1.00622647545: poly,push-v,拼命,行程,0.0502633459613,poly
-1.00265152778: poly,door-n,闭门,扇,0.0527045914963,poly
-1.00167521168: poly,reach-v,到达,达,0.150772187555,syn
-1.00159401075: poly,hour-n,此时,小时,0.0563367800243,poly
-1.00084721895: poly,cut-v,切断,剖析,0.023608428963,poly
-1.00016708297: poly,struggle-v,斗争,中校,0.0319994142022,syn
-1.0000749037: poly,class-n,上课,阶级,-0.0326046531073,poly
-0.99885769854: poly,country-n,走动,国家,0.0112026999115,syn
-0.998581460315: poly,convince-v,相信,动员,0.0499858394258,syn
-0.997076732133: poly,jump-v,气急败坏,横跨,-0.0213962038841,poly
-0.996845550013: poly,line-n,界线,排,0.149003486306,poly
-0.996342827771: poly,decline-v,下降,拒绝,-0.0378222233048,poly
-0.996079138184: poly,hour-n,时段,此刻,-0.0014963634826,poly
-0.995728336016: poly,drug-n,命名,药品,-0.026553274334,poly
-0.994871047485: poly,participate-v,群防,参与,0.0576508609101,syn
-0.993004742849: poly,state-n,状态,州政府,-0.0685685066877,poly
-0.991531279513: poly,push-v,推动,行程,0.0306497192451,poly
-0.990947435478: poly,intend-v,引资,打算,-0.0938359432757,syn
-0.982467658332: poly,appreciate-v,感谢,大卫,0.0508309855828,poly
-0.982434989365: poly,intend-v,引资,有意,-0.0148465512828,syn
-0.981803701703: poly,swing-n,波动,势均力敌,0.212301685305,syn
-0.980374832952: poly,hour-n,此时,时段,0.0396265279943,poly
-0.976438505196: poly,manage-v,掌控,弄,0.152169705596,poly
-0.97594737129: poly,continue-v,假如说,继续,-0.0483513442327,syn
-0.970304214917: poly,spend-v,渡过,花费,0.230982988792,poly
-0.969086339615: poly,participate-v,参,群防,0.0683077551181,syn
-0.968108819811: poly,reach-v,国贸,达,0.0253879954825,syn
-0.966195116197: poly,authority-n,权威,当局,0.0920841166092,poly
-0.962120757377: poly,reinforce-v,加强,钢筋,-0.0562597068403,syn
-0.961632497868: poly,power-n,权力,力量,0.124163650129,poly
-0.958761723817: poly,line-n,汇总,排,0.155820508363,syn
-0.954292555613: poly,rush-v,立即,冲,0.0551552111888,poly
-0.951729255978: poly,end-n,底,最终,0.122512374775,syn
-0.949173648017: poly,find-v,找出,打听,0.0708019722982,poly
-0.931302737146: poly,join-v,请到,连接,0.169825932412,poly
-0.928646759241: poly,condition-n,处在,情况,0.165928073239,syn
-0.923192225348: poly,succession-n,维修,先后,0.0953507577289,syn
-0.922835257036: poly,sell-v,出卖,销,0.211566406131,syn
-0.920094846832: poly,pass-v,传递,通过,0.212549732164,poly
-0.919982333147: poly,join-v,连接,有请,0.059425561143,poly
-0.913798080836: poly,push-v,往后,推动,0.0763010559798,poly
-0.912711458703: poly,country-n,国人,国家,0.103693228448,poly
-0.910364832297: poly,part-n,员,部分,0.107039516276,syn
-0.903528619092: poly,convince-v,确信,动员,0.210667892671,syn
-0.900699087201: poly,reach-v,到达,国贸,0.135588479675,syn
-0.899497838297: poly,mean-v,含义,意味,0.212609628355,poly
-0.880374272104: poly,grow-v,不断,长大,0.0377421773091,poly
-0.873738286111: poly,participate-v,群防,参加,0.0666938287453,syn
-0.870746715006: poly,town-n,出差,城镇,0.0998759551641,syn
-0.845654143909: poly,increase-v,上升,如果是,NaN,syn
-0.840772932159: poly,state-n,状态,州,-0.0380246321919,poly
-0.838131101373: poly,depend-v,呐,取决于,-0.152468251308,syn
-0.830563320677: poly,affect-v,女孩子,涉及,-0.114699957593,syn
-0.829003508395: poly,regard-v,视为,关于,0.0959910985483,poly
-0.822806245661: poly,power-n,权力,势力,0.116091483973,syn
-0.822771053323: poly,push-v,往后,争取,0.119051761172,poly
-0.811218708677: poly,continue-v,源源不断,假如说,-0.00441344586696,syn
-0.807918313253: poly,invest-v,入,投资,0.109985791854,syn
-0.807154456414: poly,frustration-n,挫折感,打击,0.177734980614,syn
-0.805417958203: poly,offer-v,理查德＊尼克松,给出,NaN,syn
-0.799804144703: poly,end-n,尽头,最终,0.156574084456,poly
-0.799064685411: poly,affect-v,影响,女孩子,-0.0154809607067,syn
-0.798079899447: poly,depend-v,呐,定,0.103736472125,syn
-0.771807656594: poly,condemn-v,气急败坏,谴责,0.238231022288,syn
-0.769210919754: poly,spend-v,度过,花费,0.269896229983,poly
-0.76535368485: poly,outline-v,马克·雅各布森,概括,NaN,syn
-0.761471463792: poly,focus-v,集中,关注,0.192225552321,syn
-0.758377354167: poly,reach-v,到达,达到,0.221134712655,syn
-0.752850497738: poly,join-v,请到,参加,0.220264634057,syn
-0.745487839901: poly,form-v,组成,形成,0.166313348072,poly
-0.739588387721: poly,manage-v,弄,管理,-0.0653397394106,poly
-0.737512319728: poly,continue-v,延绵至今,依然,NaN,syn
-0.729428880539: poly,pleasure-n,高兴,乐事,0.102381403013,syn
-0.70375965791: poly,concern-n,忧患,忧虑,0.173689364194,syn
-0.70199043563: poly,sell-v,齐,出卖,0.0848756818917,syn
-0.685657122789: poly,mean-v,等于,含义,0.235947719398,poly
-0.681879027393: poly,guarantee-v,选举权,保证,0.24588918216,poly
-0.67638066005: poly,form-v,形成,班子,0.160835189234,poly
-0.670750038329: poly,mean-v,等于,意义深远,NaN,poly
-0.662107019859: poly,level-n,高层,水平,0.147012571878,poly
-0.659295330689: poly,push-v,推下,争取,-0.0450539974316,syn
-0.641033169365: poly,mission-n,任务,使团,0.179518455295,syn
-0.6323122007: poly,join-v,加入,有请,-0.0460285966106,syn
-0.63040419092: poly,continue-v,源源不断,依然,0.25329290157,syn
-0.619803914061: poly,offer-v,提出,理查德＊尼克松,NaN,poly
-0.619474944467: poly,end-n,底,最后,0.186756473651,syn
-0.619278103499: poly,continue-v,源源不断,下去,0.217680335207,syn
-0.616919794496: poly,continue-v,依然,继续,0.18886596059,syn
-0.613744293608: poly,draw-v,时常,引起,0.291456666319,poly
-0.612155076668: poly,amount-n,数目,大量,0.228527325811,syn
-0.597167957424: poly,affect-v,受到,女孩子,0.00667598468316,syn
-0.592347884235: poly,swing-n,起落,势均力敌,0.289960492693,syn
-0.585716174341: poly,form-v,组成,组阁权,0.117031341148,poly
-0.580435225191: poly,depend-v,呐,长短,0.111060595616,syn
-0.56469254428: poly,end-n,底,结束,0.205199236576,poly
-0.562455565262: poly,reach-v,达成,达到,0.300605724225,syn
-0.559318443553: poly,continue-v,延绵至今,假如说,NaN,syn
-0.54801426139: poly,reach-v,到达,达成,0.174905852759,syn
-0.543265390596: poly,edge-n,嘴边,边缘,0.274214079352,syn
-0.543098323583: poly,invade-v,德军,侵略,0.306390775238,syn
-0.539964553092: poly,undergo-v,经受,进行,0.209446311171,syn
-0.535607565267: poly,invest-v,４０,投入,0.0241831708551,syn
-0.532795382983: poly,amount-n,大量,数额,0.106246278345,poly
-0.517665134823: poly,succession-n,相继,维修,0.156344691832,syn
-0.500962610315: poly,place-n,发生,位置,0.097710456516,poly
-0.481076289468: poly,withdraw-v,撤军,撤销,0.27360351579,poly
-0.467689173873: poly,participate-v,参,参与,0.0952817228,syn
-0.467628068196: poly,sell-v,齐,卖,0.178629508158,syn
-0.467313111763: poly,store-n,店,档案,0.162082447207,poly
-0.455725072962: poly,mean-v,意义深远,意味,NaN,poly
-0.455399710082: poly,manage-v,度过,弄,0.226570834418,poly
-0.445946235144: poly,face-n,脸上,次数,-0.0558016396996,syn
-0.437922896327: poly,intend-v,旨在,打算,0.267813160479,syn
-0.437543511639: poly,arrange-v,信用社,安排,0.149910356847,syn
-0.432332026259: poly,process-n,进程,流程,0.125748191586,syn
-0.420681702855: poly,continue-v,依然,假如说,0.185305065142,syn
-0.420378084231: poly,spend-v,渡过,花,0.161347897812,syn
-0.4045788651: poly,continue-v,源源不断,继续,0.207062704496,syn
-0.399163741058: poly,succession-n,接二连三,先后,0.27604178096,syn
-0.398944278493: poly,affect-v,受到,埋,0.0786906591628,syn
-0.390694306875: poly,indictment-n,指控书,控诉,NaN,poly
-0.389740897485: poly,power-n,权力,掌权,0.219874122979,syn
-0.386511604539: poly,comparison-n,对比,比较,0.337830009814,poly
-0.381874457568: poly,continue-v,依然,下去,0.334099634155,syn
-0.375952465204: poly,end-n,尽头,结束,0.134038094174,poly
-0.37195233207: poly,rule-v,排除,裁决,0.209915601785,poly
-0.365749977798: poly,test-n,测试,考验,0.0778534627991,syn
-0.362556677006: poly,increase-v,增大,如果是,NaN,syn
-0.360005108915: poly,comment-n,评说,评论,0.279383299909,syn
-0.355871830971: poly,join-v,待会儿,加入,-0.0441049034252,syn
-0.350078763845: poly,outline-v,马克·雅各布森,概述,NaN,syn
-0.346008603636: poly,end-n,最终,结束,0.157636297108,poly
-0.342423056937: poly,face-n,面孔,当面,0.185408369604,poly
-0.339190959971: poly,country-n,国家,国度,0.23163308207,syn
-0.327602955927: poly,battle-n,场,斗争,0.283935977276,syn
-0.326643385377: poly,battle-n,斗争,战,0.194068479212,syn
-0.325070293607: poly,manage-v,掌控,管理,0.0522805555344,syn
-0.317818559964: poly,mean-v,等于,指,0.179012882,poly
-0.298696268805: poly,increase-v,如果是,增加,NaN,syn
-0.297752711095: poly,launch-v,开展,发动,0.150615143557,syn
-0.297660957822: poly,affect-v,受,女孩子,-0.087174317408,syn
-0.291035444849: poly,continue-v,延绵至今,源源不断,NaN,syn
-0.286953285876: poly,mean-v,意味,意思,0.156354841785,poly
-0.284539179921: poly,drug-n,命名,毒,0.167950574502,poly
-0.278621759747: poly,child-n,小孩子,儿童,0.224611733209,syn
-0.27004227032: poly,end-n,最后,最终,0.318282997567,syn
-0.238731933398: poly,level-n,级别,高层,0.332340456168,syn
-0.232734833289: poly,spend-v,花费,过冬,0.278588435125,poly
-0.232596147292: poly,drug-n,命名,药物,0.0309232823926,syn
-0.232064166103: poly,story-n,讲述,故事,0.325929193036,syn
-0.21959025737: poly,push-v,往后,行程,0.278552388535,poly
-0.206127465626: poly,depend-v,定,长短,0.241315211837,syn
-0.195691398944: poly,power-n,势力,当政,0.319193108036,syn
-0.179405353581: poly,increase-v,提高,如果是,NaN,syn
-0.17078325515: poly,note-v,注意,指出,0.310147934595,syn
-0.162126696367: poly,sell-v,卖,出卖,0.3020162097,syn
-0.150251415936: poly,push-v,往后,推下,0.25312807913,poly
-0.13370286173: poly,greet-v,招呼,迎接,0.226330015235,syn
-0.120011790804: poly,mean-v,意义深远,含义,NaN,poly
-0.112248958698: poly,swing-n,起落,举棋不定,0.218949874029,syn
-0.100821441953: poly,guarantee-v,担保,选举权,0.137028622081,syn
-0.0827349121404: poly,invade-v,入侵,德军,0.352058008791,syn
-0.0779429842503: poly,affect-v,影响,涉及,0.326688285405,syn
-0.0754952344597: poly,mean-v,意味,指,0.120055930347,poly
-0.0217531587645: poly,belong-v,合群,归,0.361168084724,poly
-0.0215963652013: poly,push-v,推动,推下,-0.0117483703163,syn
-0.0144572187638: poly,frustration-n,阻扰,打击,0.171794527836,syn
0.0196667856483: syn,manage-v,度过,管理,0.0248190428086,poly
0.0436062016763: syn,incident-n,事件,事,0.373531915084,syn
0.0463984249983: syn,educate-v,吃饱穿暖,教育,0.130524185798,syn
0.0495251576152: syn,dominate-v,统治,主导,0.272777274459,syn
0.0575264529197: syn,increase-v,上升,提高,0.356151608221,syn
0.0664303457824: syn,worker-n,人员,工人,0.328286298255,poly
0.0711354361219: syn,find-v,找出,找,0.0895481236316,syn
0.0742771172528: syn,line-n,界线,汇总,0.0321853596107,poly
0.07587018405: syn,study-v,上学,学习,0.35958293908,syn
0.0880327736238: syn,withdraw-v,收回,撤军,0.325139422143,poly
0.107279384114: syn,tip-n,建议,牙根尖,NaN,poly
0.107415216067: syn,select-v,选,接班人,0.241426908,syn
0.11797321843: syn,affect-v,牵动,涉及,0.14696098497,syn
0.11807251821: syn,rush-v,赶到,立即,0.299048824398,poly
0.126174754693: syn,testify-v,当众,作证,0.365851909765,syn
0.132187397847: syn,study-v,上学,上司,0.257542249246,syn
0.137916458816: syn,heat-n,供暖,热,0.312169129208,poly
0.146952447187: syn,grow-v,增长,长大,0.0779685526879,poly
0.15494308122: syn,struggle-v,斗争,挣扎,0.330183224774,syn
0.157654977234: syn,push-v,拼命,争取,0.209598284898,poly
0.159832940373: syn,authority-n,当局,权限,0.220614762364,poly
0.169347334048: syn,study-v,研究,好好,0.123893167733,poly
0.182351435679: syn,notice-v,注意,安迪·亨利,NaN,syn
0.184764420663: syn,hit-v,打到,正中要害,NaN,poly
0.193191857437: syn,town-n,出差,镇,-0.00513821294529,syn
0.194858310701: syn,medicine-n,吃药,药品,0.24549922006,syn
0.199436116566: syn,door-n,关门,扇,0.2871449475,poly
0.202421621927: syn,join-v,参加,有请,-0.0136285631928,syn
0.204220025037: syn,mean-v,含义,指,0.331183655473,poly
0.216571371296: syn,swing-n,起伏,举棋不定,0.297804342647,syn
0.217650099146: syn,show-n,剧,节目,0.335483464777,syn
0.218752750016: syn,adopt-v,采取,采用,0.37871421255,syn
0.220231647061: syn,country-n,走动,国度,0.317761819515,syn
0.232489061838: syn,story-n,讲述,传,0.352385037526,syn
0.249120629085: syn,game-n,游戏,比赛,0.37090669383,poly
0.255765798192: syn,mean-v,意义深远,指,NaN,poly
0.271332488008: syn,acknowledge-v,认帐,承认,0.107740989037,syn
0.281231449886: syn,power-n,掌权,势力,0.308869323578,syn
0.293957791569: syn,manage-v,打理,管理,0.167629063957,syn
0.297331308032: syn,affect-v,女孩子,埋,0.216983171008,syn
0.300520939297: syn,indictment-n,指控书,起诉,NaN,poly
0.307041492186: syn,ownership-n,归属,几易其手,NaN,syn
0.308833218567: syn,consider-v,考虑,看作,0.165828292529,poly
0.314766649414: syn,regard-v,视为,对于,0.227063860851,poly
0.315836781375: syn,join-v,待会儿,参加,-0.102225142044,syn
0.322082082958: syn,inform-v,告诉,通知,0.265845624185,syn
0.323015543701: syn,power-n,掌权,力量,0.370600455811,poly
0.323402751814: syn,belong-v,一员,合群,0.0786082903788,syn
0.346257637237: syn,consider-v,算是,看作,0.229405958094,syn
0.356212455944: syn,affect-v,牵动,受,0.167299763102,syn
0.35758924759: syn,shave-v,刮,刮完,NaN,syn
0.370318982672: syn,swing-n,起伏,势均力敌,0.388474369809,syn
0.379609132855: syn,shave-v,刮,刮一刮,NaN,syn
0.419462851907: syn,pain-n,悲痛,痛,0.317206420065,syn
0.433385327407: syn,achieve-v,效果,达到,0.214049871635,syn
0.433405692834: syn,invest-v,入,４０,0.245969040196,syn
0.433430794737: syn,study-v,上司,学习,0.265896087781,syn
0.438389814437: syn,mean-v,意义深远,意思,NaN,poly
0.440460454432: syn,miss-v,缺,忘记,0.231436952181,poly
0.453686005471: syn,ambition-n,别无他法,野心,0.342756708109,syn
0.458220085096: syn,trade-n,经贸,贸易,0.359447273978,syn
0.459388175303: syn,form-v,组成,班子,0.280352323641,poly
0.4788712682: syn,continue-v,延绵至今,下去,NaN,syn
0.48202808439: syn,jump-v,草率,气急败坏,0.245043816676,poly
0.492083483437: syn,ease-v,软,松动,0.320643344825,syn
0.498614090426: syn,end-n,最后,结束,0.417233171315,poly
0.499981477461: syn,dance-v,女的,跳,NaN,syn
0.501674012165: syn,decision-n,抉择,决定,0.362785453245,syn
0.507790819581: syn,spend-v,花,过冬,0.315537336529,syn
0.531959068722: syn,uphold-v,坚持,赞同,0.325474215923,syn
0.542023323466: syn,specify-v,怎么办,具体,0.0410658827245,syn
0.55486895537: syn,search-v,搜集,寻找,0.404213645691,syn
0.555361797993: syn,expect-v,料想,预期,0.232304818699,syn
0.571134539785: syn,swing-n,势均力敌,摇摆,0.400528067892,syn
0.573842172175: syn,place-n,发生,地方,0.178435103767,poly
0.573927397009: syn,consult-v,咨询,反映,0.151350166229,poly
0.577498103906: syn,image-n,形像,画面,0.424211145037,poly
0.578066090148: syn,inform-v,通知,告知,0.344439468558,syn
0.581142693151: syn,expect-v,想到,预期,0.119920155902,syn
0.583028038599: syn,end-n,尽头,底,0.182904973294,poly
0.599267178537: syn,launch-v,五月份儿,发起,NaN,syn
0.60405338224: syn,power-n,势力,力量,0.447047500196,poly
0.620742643631: syn,launch-v,展开,发动,0.338314645073,syn
0.62162166206: syn,appreciate-v,谢谢,大卫,0.223073069357,poly
0.625370111662: syn,join-v,参加,加入,0.32435152941,syn
0.639474853412: syn,struggle-v,斗争,艰难,0.289490559249,syn
0.643362508725: syn,participate-v,参,参加,0.134446807184,syn
0.643954788839: syn,battle-n,场,战,0.439067245884,syn
0.651434903148: syn,transport-v,送走,运离,0.347905381201,syn
0.655954042274: syn,face-n,面孔,脸上,0.467786356277,poly
0.667118405324: syn,increase-v,增大,上升,0.458606615148,syn
0.672994176483: syn,miss-v,缺,想念,0.147630429003,poly
0.683337894947: syn,schedule-v,原定,安排,0.167300418732,syn
0.684166646984: syn,face-n,当面,次数,0.126555118314,syn
0.686116897186: syn,affect-v,牵动,受到,0.284984305166,syn
0.691057015958: syn,affect-v,牵动,埋,0.176792365789,syn
0.693084195076: syn,cut-v,切断,断,0.397214850374,poly
0.693274570753: syn,study-v,研究,学习,0.348184190198,poly
0.693440996443: syn,manage-v,打理,掌控,0.275069312048,syn
0.694374295369: syn,invest-v,入,入股,0.252326913906,syn
0.695182632966: syn,launch-v,五月份儿,开展,NaN,syn
0.696492380644: syn,study-v,上司,好好,0.2391227565,syn
0.701911893273: syn,affect-v,埋,涉及,0.08497761559,syn
0.707751967814: syn,achieve-v,取得,效果,0.236958087814,syn
0.708430662749: syn,decision-n,抉择,裁决,0.383408029236,syn
0.719363688282: syn,swing-n,波动,举棋不定,0.218197157758,syn
0.720818612598: syn,belong-v,合群,属于,-0.0145191465223,syn
0.737275978081: syn,apologize-v,道歉,歉,0.224600825107,syn
0.738624404861: syn,hit-v,打,正中要害,NaN,poly
0.740116600315: syn,face-n,当面,脸,0.263065701114,syn
0.742432776254: syn,concern-n,忧患,担忧,0.15125835157,syn
0.746208725511: syn,grow-v,增长,不断,0.294379534188,syn
0.751698552873: syn,child-n,小孩,儿童,0.298136369092,poly
0.762715893715: syn,invest-v,４０,入股,0.240653155947,syn
0.764521644285: syn,intend-v,旨在,有意,0.323436690968,syn
0.768670760308: syn,end-n,尽头,最后,0.293081121021,poly
0.774410768905: syn,spend-v,度过,花,0.303265176756,syn
0.775634145133: syn,interpret-v,解读,理解,0.294348339003,syn
0.783162863834: syn,child-n,孩子们,儿童,0.258149048267,poly
0.784962808582: syn,face-n,当面,脸上,0.310213757515,syn
0.785033660761: syn,mean-v,等于,意思,0.44549091035,poly
0.788665254644: syn,invest-v,入股,投入,0.329227705296,syn
0.790296652527: syn,succession-n,相继,接二连三,0.498326006345,syn
0.797493330954: syn,regard-v,对于,关于,0.357989491339,syn
0.797629376261: syn,achieve-v,取得,达到,0.317824091343,syn
0.801217944767: syn,story-n,传,故事,0.489521184525,syn
0.807203073779: syn,country-n,国人,国度,0.461301052927,poly
0.810282734954: syn,continue-v,延绵至今,继续,NaN,syn
0.810606706458: syn,level-n,级别,水平,0.429896468585,poly
0.811546341518: syn,medicine-n,吃药,药物,0.178798909902,syn
0.817112851097: syn,article-n,《,文章,0.444441269378,syn
0.822742145291: syn,decision-n,判决,抉择,0.315067775968,syn
0.826064690654: syn,launch-v,展开,五月份儿,NaN,syn
0.828204599017: syn,child-n,孩子,小孩,0.940939312057,syn
0.829578263906: syn,depend-v,取决于,长短,0.21539092541,syn
0.830608618308: syn,join-v,待会儿,连接,0.110190921745,poly
0.831342396883: syn,straighten-v,调和,怎样,0.230033192878,syn
0.837388831678: syn,system-n,系统,体系,0.371997999925,poly
0.849737247893: syn,mean-v,等于,意味,0.373447354946,syn
0.856368759542: syn,jump-v,草率,跳,0.169119421875,syn
0.856608161779: syn,find-v,发现,寻找,0.271420236919,syn
0.860637014319: syn,affect-v,受到,涉及,0.288259778927,syn
0.864005559801: syn,invest-v,投资,投入,0.408608854047,syn
0.865113967609: syn,dim-v,模糊,暗淡,0.333249032024,syn
0.866283502431: syn,push-v,推动,拼命,0.071636779271,poly
0.86668193256: syn,affect-v,影响,牵动,0.244070407325,syn
0.867676838807: syn,heat-n,热,电热,0.435002650222,poly
0.86875523716: syn,study-v,研究,上司,0.10978207601,poly
0.871917324162: syn,ride-v,坐上,一天,NaN,syn
0.878115935948: syn,process-n,过程,流程,0.395376551494,syn
0.878796108401: syn,belong-v,属于,归,0.491741949331,poly
0.881573629906: syn,pain-n,痛苦,讨厌,0.360816362461,poly
0.89315226335: syn,belong-v,一员,属于,0.197370653845,syn
0.893267768457: syn,state-n,华盛顿州,州政府,0.449496316958,syn
0.893543343148: syn,face-n,面孔,脸,0.487992966104,poly
0.900881394807: syn,threaten-v,扬言,威胁,0.326161759326,poly
0.909608471655: syn,find-v,打听,寻找,0.256428193241,poly
0.914918759629: syn,decision-n,判决,决定,0.491195574147,syn
0.917852461587: syn,find-v,找,寻找,0.258966391337,syn
0.924413468943: syn,system-n,制度,系统,0.202790456049,poly
0.924700921099: syn,body-n,尸体,身体,0.341613789812,poly
0.925056786189: syn,express-v,说出,对此,0.282690286295,syn
0.925473390379: syn,schedule-v,三月份,原定,0.281049468548,syn
0.932242279984: syn,cut-v,切断,掐断,0.404446885067,poly
0.93672273302: syn,amount-n,数目,数额,0.486979481438,poly
0.938543220328: syn,jump-v,气急败坏,跳,0.398496479296,poly
0.942876084862: syn,join-v,请到,待会儿,0.514135778116,syn
0.943810507492: syn,study-v,学,上司,0.253062369768,syn
0.943849844648: syn,spend-v,度过,过冬,0.365125532906,syn
0.949330264836: syn,study-v,上学,好好,0.522368025639,syn
0.953049175988: syn,spend-v,渡过,度过,0.864460983304,syn
0.960288656485: syn,decision-n,判决,裁决,0.849498095968,syn
0.960471811915: syn,level-n,程度,级别,0.423505297301,poly
0.964586726785: syn,spend-v,渡过,过冬,0.355393603977,syn
0.965553474898: syn,sound-v,听上去,听起来,NaN,syn
0.965937806092: syn,form-v,组阁权,班子,0.246123495159,syn
0.967102459583: syn,consider-v,算是,算,0.395178128234,syn
0.967345053969: syn,cent-n,美分,分,0.251899873564,syn
0.968501184944: syn,launch-v,五月份儿,发动,NaN,syn
0.970178825146: syn,close-v,关闭,关上,0.439656550193,poly
0.970595541589: syn,trigger-v,引起,引发,0.81386408975,syn
0.970838964574: syn,swing-n,起伏,摇摆,0.499128854039,syn
0.974981796525: syn,stab-v,刺死,戳伤,NaN,syn
0.975236366275: syn,child-n,小孩子,小孩,0.830904243586,poly
0.980220906487: syn,find-v,发现,找,0.216283323014,syn
0.981080352771: syn,condition-n,处在,状况,0.359466095035,syn
0.981146250438: syn,medicine-n,吃药,药,0.563998066824,syn
0.98126217361: syn,threaten-v,扬言,恐吓,0.391235334658,syn
0.982777837704: syn,child-n,孩子,儿童,0.271605865155,poly
0.982811833516: syn,balance-n,制约,平衡,0.439764955125,syn
0.982893495645: syn,dance-v,跳舞,跳,0.572090490136,syn
0.983164507709: syn,place-n,地方,位置,0.356308224406,poly
0.983903508984: syn,accept-v,一般来说,接受,0.128161917744,poly
0.984546926205: syn,consider-v,考虑,算是,0.145595631932,poly
0.984554905611: syn,participate-v,参与,参加,0.593229172108,syn
0.984828081133: syn,hit-v,打,打到,0.593071572465,syn
0.985710508776: syn,shave-v,刮完,刮一刮,NaN,syn
0.986052438014: syn,resolve-v,解决,化解,0.554811849749,syn
0.986712796109: syn,accept-v,接受,认可,0.440640064468,syn
0.988556499689: syn,increase-v,提高,增加,0.557162349027,syn
0.99078349023: syn,affect-v,影响,受到,0.626911185815,syn
0.991875069045: syn,promote-v,促进,推动,0.787481154905,syn
0.99246998169: syn,continue-v,下去,继续,0.511713413129,syn
0.99277377908: syn,intend-v,有意,打算,0.506553929515,syn
0.99299302755: syn,convince-v,相信,确信,0.719754252613,syn
0.993610780536: syn,rescue-v,救助,拯救,0.57103457909,syn
0.9942820114: syn,spend-v,花,花费,0.671958768091,poly
0.994629250659: syn,level-n,程度,水平,0.508947514216,syn
0.994714743659: syn,sell-v,卖,销,0.609221137724,syn
0.994736211969: syn,find-v,发现,打听,0.377895051343,poly
0.994743126311: syn,propose-v,建议,提出,0.580228766711,syn
0.995187262367: syn,damage-n,伤害,损伤,0.70429525177,syn
0.995765051741: syn,swing-n,起伏,起落,0.578527253701,syn
0.995846979659: syn,threaten-v,威胁,恐吓,0.536783804776,poly
0.995859262192: syn,town-n,城里,城镇,0.495376296925,syn
0.996263186048: syn,expect-v,期望,料想,0.349430288138,syn
0.996406258508: syn,detain-v,关押,关,0.664460524828,syn
0.997082329096: syn,express-v,说出,表达,0.573938533785,syn
